"","rowID","start_date","end_date","progress","duration_in_seconds","finished","recorded_date","response_id","location_latitude","location_longitude","q1","q2","q3","q4","state_fips","q5","q6","q7","q8","q9","q10","q13_treat_time","q14","q16_control_time","q17","q19","q20","q21","q22","q23","q24","q25","q26","q27","q28_1","q28_2","q28_3","q28_4","q28_5","q29","q30","q31","q32","q33","q34","q35","q36","q37","q38","q39","q40_1","q40_2","q40_3","q40_4","q40_5","q41_1","q41_2","q41_3","q41_4","q41_5","q41_6","q43_1","q43_2","q43_3","q43_4","q43_5","q43_6","q44_1","q44_2","q44_3","q44_4","q44_5","q44_6","q46_1","q46_2","q46_3","q46_4","q46_5","q46_6","q41.1","q41.2","q41.3","q41.4","q41.5","q41.6","q43.1","q43.2","q43.3","q43.4","q43.5","q43.6","q47","q48","q49","q50","q51","q52","q53","q54","q55","q56","q57","q58","gender","gender_3cat","age_cat","age_4cat","hisp","race","race2","race_wnw","race_hisp","educ","educ_4cat","milserv1","milserv2","milservfam","milrelation","mil_anyrelation","voted2020","voted2020.clps","choice2020","voteintent","partyid_3cat","partyid","partystr_rep","partystr_dem","partylean","ideo_3cat","ideo","ideolean","lucid_age","lucid_gender","lucid_hhi","lucid_ethnicity","lucid_hispanic","lucid_education","lucid_political_party","lucid_region","lucid_zip","lucid_rid","group","group.dummy","qset","popeff_qdo","q41.1.clps","q41.2.clps","q41.3.clps","q41.4.clps","q41.5.clps","q41.6.clps","q43.1.clps","q43.2.clps","q43.3.clps","q43.4.clps","q43.5.clps","q43.6.clps","q41.1.clps.dum","q41.2.clps.dum","q41.3.clps.dum","q41.4.clps.dum","q41.5.clps.dum","q41.6.clps.dum","q43.1.clps.dum","q43.2.clps.dum","q43.3.clps.dum","q43.4.clps.dum","q43.5.clps.dum","q43.6.clps.dum","trst.mean.scores","trst.sum.scores","trst.sum.rescaled","trst.zscores","eef.mean.scores","eef.sum.scores","eef.sum.rescaled","eef.zscores","q19.r","q20.r","q22.r","q23.r","q24.r","q30.r","q31.r","q33.r","q34.r","q35.r","q21.r","q32.r","q28_1.r","q28_2.r","q28_3.r","q28_4.r","q28_5.r","q40_1.r","q40_2.r","q40_3.r","q40_4.r","q40_5.r"
"814",814,2024-08-31 12:06:35,2024-08-31 12:16:28,100,592,"True",2024-08-31 12:16:28,"R_5uvNN8cqG36GVRR","42.1212","-87.8405","I consent, begin the study",75,"Yes, U.S. citizen by birth","Illinois",17,"Most of the time","Somewhat favorable","Legitimate","About half of the time","Watermelon",NA,20.491,"Yes",NA,NA,"Somewhat","Somewhat","Very","Very","Very","Somewhat","Not that much","Somewhat","Somewhat approve","Not too likely","Not too likely","Not too likely","Not too likely","Not too likely","Probably should adopt","Very","Very","Very","Very","Very","Somewhat","Not at all","Very","Very safe","Strongly approve","Not likely at all","Not likely at all","Not likely at all","Not too likely","Not likely at all","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence somewhat","Increase confidence somewhat","Decrease confidence a lot","No impact on confidence","Increase confidence somewhat","No impact on confidence","Increase confidence somewhat","Increase confidence somewhat","Decrease confidence somewhat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence somewhat","Increase confidence somewhat","Decrease confidence a lot","No impact on confidence","Increase confidence somewhat","No impact on confidence","Increase confidence somewhat","Increase confidence somewhat","Decrease confidence somewhat","No","Not too likely","Not too likely","Not too likely","More false than true -- this is mostly not the case, but not completely false","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","Male","Male","75-84","75-85+","No","White or Caucasian","White","White","White or Caucasian","Professional degree (JD, MD)","Postgraduate degree","No",NA,"No","No relation","No relation","Yes, I'm sure I voted","Voted","Joe Biden","Yes","Republican","Republican","Not very strong",NA,NA,"Moderate: middle of the road","Moderate: middle of the road",NA,"75","1","19","1","1","8","9","2","60062","66d33f6f-670b-3498-b67a-b43ca9eed22b","Treatment",1,"A",1,"Increase","Increase","Increase","Increase","Increase","Decrease","No impact","Increase","No impact","Increase","Increase","Decrease",1,1,1,1,1,0,0,1,0,1,1,0,3.5,21,0.833333333333333,0.588874119867594,2,10,0.333333333333333,-0.355364822120101,2,2,3,3,2,3,3,3,3,2,3,3,-1,-1,-1,-1,-1,0,0,0,-1,0
"815",815,2024-08-31 12:11:19,2024-08-31 12:16:42,100,323,"True",2024-08-31 12:16:43,"R_17cVYZmkX3L9zyS","41.6227","-86.2452","I consent, begin the study",25,"Yes, U.S. citizen by birth","Indiana",18,"About half the time","Neither favorable nor unfavorable","Not legitimate","Some of the time","Watermelon",NA,NA,NA,49.671,"Yes","Somewhat","Not that much","Somewhat","Not that much","Not that much","Not that much","Somewhat","Not that much","Somewhat approve","Somewhat likely","Very likely","Somewhat likely","Not too likely","Somewhat likely","Probably should adopt","Not that much","Not that much","Not that much","Not that much","Not that much","Not that much","Somewhat","Not that much","Somewhat safe","Somewhat disapprove","Somewhat likely","Somewhat likely","Somewhat likely","Not too likely","Not too likely","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","Decrease confidence somewhat","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","Decrease confidence somewhat","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No","Not likely at all","Not too likely","Not likely at all","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","Female","Female","25-34","18-34","No","White or Caucasian","White","White","White or Caucasian","Some college but no degree","Some college no degree","No",NA,"No","No relation","No relation","Yes, I'm sure I voted","Voted","Donald Trump","Yes","Republican","Republican","Strong",NA,NA,"Conservative","Extremely conservative",NA,"25","2","8","1","1","4","10","2","46614","66d34091-e600-8b94-b0bf-231008ad94c4","Control",0,"A",0,"No impact","No impact","No impact","No impact","No impact","No impact","Decrease","No impact","No impact","No impact","No impact","No impact",0,0,0,0,0,0,0,0,0,0,0,0,2.33333333333333,14,0.444444444444444,-1.09839116730401,3,15,0.666666666666667,0.971837264996986,2,1,1,1,1,1,1,1,1,1,2,1,-2,-3,-2,-1,-2,-2,-2,-2,-1,-1
"816",816,2024-08-31 12:09:25,2024-08-31 12:16:45,100,439,"True",2024-08-31 12:16:45,"R_3Q2fLsUsW9NicmJ","35.7178","-78.8428","I consent, begin the study",67,"Yes, U.S. citizen by birth","Florida",12,"Most of the time","Somewhat unfavorable","Legitimate","About half of the time","Watermelon",NA,NA,NA,16.192,"No","Somewhat","Somewhat","Somewhat","Very","Very","Very","Not at all","Very","Strongly disapprove","Not too likely","Not too likely","Not too likely","Not too likely","Not too likely","Probably should adopt","Very","Very","Very","Very","Very","Very","Not at all","Very","Very safe","Strongly approve","Not too likely","Not too likely","Not too likely","Not too likely","Not too likely","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No","Not too likely","Not too likely","Somewhat likely","True -- this is the case","True -- this is the case","True -- this is the case","True -- this is the case","True -- this is the case","True -- this is the case","True -- this is the case","True -- this is the case","Male","Male","65-74","55-74","No","White or Caucasian","White","White","White or Caucasian","Bachelor's degree in college (4-year)","College degree","No",NA,"No","No relation","No relation","Yes, I'm sure I voted","Voted","Donald Trump","Yes","Republican","Republican","Strong",NA,NA,"Moderate: middle of the road","Moderate: middle of the road",NA,"67","1","3","1","1","6","10","3","33919","66d34021-a4ee-0c4b-4b74-1e84ac44bf78","Control",0,"A",1,"No impact","No impact","No impact","No impact","No impact","No impact","No impact","No impact","No impact","No impact","No impact","No impact",0,0,0,0,0,0,0,0,0,0,0,0,3.5,21,0.833333333333333,0.588874119867594,2,10,0.333333333333333,-0.355364822120101,2,2,3,3,3,3,3,3,3,3,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"817",817,2024-08-31 12:07:35,2024-08-31 12:17:02,100,566,"True",2024-08-31 12:17:02,"R_3HL0oWmRUT0zj7b","42.7348","-84.6245","I consent, begin the study",75,"Yes, U.S. citizen by birth","Michigan",26,"Most of the time","Somewhat favorable","Legitimate","Some of the time","Watermelon",NA,27.48,"Yes",NA,NA,"Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat approve","Not too likely","Not too likely","Not too likely","Not too likely","Not likely at all","Probably should adopt","Very","Very","Very","Very","Very","Very","Not at all","Very","Very safe","Strongly approve","Not too likely","Not too likely","Not too likely","Not too likely","Not too likely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No","Somewhat likely","Somewhat likely","Somewhat likely","True -- this is the case","True -- this is the case","True -- this is the case","True -- this is the case","True -- this is the case","True -- this is the case","True -- this is the case","True -- this is the case","Male","Male","75-84","75-85+","No","White or Caucasian","White","White","White or Caucasian","Bachelor's degree in college (4-year)","College degree","Yes","No","Yes","Served w/fam","Some relation","Yes, I'm sure I voted","Voted","Joe Biden","Yes","Democrat","Independent",NA,NA,"Democratic","Moderate: middle of the road","Moderate: middle of the road",NA,"75","1","20","1","1","6","3","2","48917","66d33fc1-4eb4-99a6-4579-f46ee14efc95","Treatment",1,"B",1,"No impact","No impact","No impact","No impact","No impact","No impact","No impact","No impact","No impact","No impact","No impact","No impact",0,0,0,0,0,0,0,0,0,0,0,0,3,18,0.666666666666667,-0.134239574634522,1.8,9,0.266666666666667,-0.620805239543519,2,2,2,2,2,3,3,3,3,3,2,3,-1,-1,-1,-1,0,-1,-1,-1,-1,-1
"818",818,2024-08-31 12:11:00,2024-08-31 12:17:20,100,379,"True",2024-08-31 12:17:20,"R_3mEed17DlwJOVfb","29.2793","-94.8342","I consent, begin the study",66,"Yes, U.S. citizen by naturalization","Texas",48,"About half the time","Neither favorable nor unfavorable","Legitimate","Some of the time","Watermelon",NA,18.737,"Yes",NA,NA,"Not that much","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Not that much","Somewhat","Somewhat approve","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Probably should adopt","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Not that much","Somewhat safe","Somewhat approve","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No","Somewhat likely","Somewhat likely","Somewhat likely","More true than false -- this is mostly the case, but not completely true","Unsure","Unsure","More true than false -- this is mostly the case, but not completely true","True -- this is the case","True -- this is the case","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","Female","Female","65-74","55-74","No","White or Caucasian","White","White","White or Caucasian","Bachelor's degree in college (4-year)","College degree","No",NA,"No","No relation","No relation","Yes, I'm sure I voted","Voted","Joe Biden","Yes","Independent","Independent",NA,NA,"Neither","Moderate: middle of the road","Moderate: middle of the road",NA,"66","2","22","1","1","6","4","3","77024","66d34084-5219-ebba-774f-09fcf68015a2","Treatment",1,"A",0,"No impact","No impact","No impact","No impact","No impact","No impact","No impact","No impact","No impact","No impact","No impact","No impact",0,0,0,0,0,0,0,0,0,0,0,0,2.83333333333333,17,0.611111111111111,-0.375277472801894,3,15,0.666666666666667,0.971837264996986,1,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
"819",819,2024-08-31 12:10:50,2024-08-31 12:17:30,100,400,"True",2024-08-31 12:17:31,"R_5DS7JteNDpzGkZh","38.8476","-77.3281","I consent, begin the study",33,"Yes, U.S. citizen by birth","Virginia",51,"Never","Neither favorable nor unfavorable","Not legitimate","About half of the time","Watermelon",NA,NA,NA,17.26,"Yes","Somewhat","Somewhat","Not that much","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat disapprove","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Probably should adopt","Somewhat","Somewhat","Not that much","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat safe","Somewhat approve","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No","Not too likely","Not too likely","Not too likely","True -- this is the case","True -- this is the case","True -- this is the case","True -- this is the case","True -- this is the case","True -- this is the case","True -- this is the case","True -- this is the case","Female","Female","25-34","18-34","No","Asian","Asian","Non-White","Asian","Master's degree","Postgraduate degree","No",NA,"No","No relation","No relation","I was not eligible to vote","Unsure/Ineligible",NA,"Yes","Independent","Independent",NA,NA,"Neither","Haven't thought much about this","Haven't thought much about this","None of these","33","2","19","4","1","7","7","3","22030","66d34063-b2b5-68da-9a79-f7caefbe9dcc","Control",0,"B",1,"No impact","No impact","No impact","No impact","No impact","No impact","No impact","No impact","No impact","No impact","No impact","No impact",0,0,0,0,0,0,0,0,0,0,0,0,2.83333333333333,17,0.611111111111111,-0.375277472801894,3,15,0.666666666666667,0.971837264996986,2,2,2,2,2,2,2,2,2,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
"820",820,2024-08-31 12:09:51,2024-08-31 12:17:36,100,465,"True",2024-08-31 12:17:36,"R_7dhTaBEZFz0nwNg","40.5978","-74.0001","I consent, begin the study",35,"Yes, U.S. citizen by birth","New York",36,"Sometimes","Somewhat unfavorable","Legitimate","Some of the time","Watermelon",NA,NA,NA,16.378,"Yes","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Not that much","Somewhat approve","Not too likely","Not too likely","Not too likely","Not likely at all","Not too likely","Probably should adopt","Somewhat","Not that much","Somewhat","Somewhat","Somewhat","Somewhat","Not that much","Somewhat","Somewhat safe","Somewhat approve","Not too likely","Not too likely","Not too likely","Not too likely","Not too likely","Increase confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","Increase confidence somewhat","No impact on confidence","Increase confidence somewhat","Increase confidence somewhat","No impact on confidence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Increase confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","Increase confidence somewhat","No impact on confidence","Increase confidence somewhat","Increase confidence somewhat","No impact on confidence","No","Not likely at all","Not likely at all","Not likely at all","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","Unsure","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","Female","Female","35-44","35-54","No","Asian","Asian","Non-White","Asian","Bachelor's degree in college (4-year)","College degree","No",NA,"No","No relation","No relation","Yes, I'm sure I voted","Voted","Joe Biden","Undecided","Democrat","Democrat",NA,"Not very strong",NA,"Liberal","Liberal",NA,"35","2","14","5","1","6","2","1","11214","66d34026-ba06-da5b-6cc3-a8491a455e93","Control",0,"A",0,"Increase","Increase","Increase","No impact","No impact","No impact","No impact","Increase","No impact","Increase","Increase","No impact",1,1,1,0,0,0,0,1,0,1,1,0,3,18,0.666666666666667,-0.134239574634522,1.8,9,0.266666666666667,-0.620805239543519,2,2,2,2,2,2,1,2,2,2,2,2,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
"821",821,2024-08-31 12:10:32,2024-08-31 12:17:40,100,428,"True",2024-08-31 12:17:40,"R_6dsiZNTQBRtj7Pz","34.2166","-118.6028","I consent, begin the study",64,"Yes, U.S. citizen by birth","California",6,"Always","Strongly favorable","Legitimate","About half of the time","Watermelon",NA,16.453,"Yes",NA,NA,"Very","Very","Very","Very","Very","Very","Not at all","Very","Strongly disapprove","Not likely at all","Not likely at all","Not too likely","Not likely at all","Somewhat likely","Definitely should not adopt","Very","Very","Very","Very","Very","Somewhat","Not at all","Very","Very safe","Strongly approve","Not likely at all","Not too likely","Not likely at all","Not too likely","Not likely at all","No impact on confidence","No impact on confidence","Decrease confidence a lot","No impact on confidence","No impact on confidence","Increase confidence somewhat","Decrease confidence a lot","Decrease confidence a lot","Decrease confidence a lot","No impact on confidence","Increase confidence somewhat","Increase confidence somewhat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No impact on confidence","No impact on confidence","Decrease confidence a lot","No impact on confidence","No impact on confidence","Increase confidence somewhat","Decrease confidence a lot","Decrease confidence a lot","Decrease confidence a lot","No impact on confidence","Increase confidence somewhat","Increase confidence somewhat","No","Not likely at all","Not too likely","Somewhat likely","True -- this is the case","True -- this is the case","True -- this is the case","True -- this is the case","True -- this is the case","True -- this is the case","True -- this is the case","True -- this is the case","Male","Male","55-64","55-74","No","White or Caucasian","White","White","White or Caucasian","Bachelor's degree in college (4-year)","College degree","No",NA,"Yes","Only family","Some relation","Yes, I'm sure I voted","Voted","Joe Biden","Yes","Democrat","Democrat",NA,"Strong",NA,"Liberal","Extremely Liberal",NA,"64","1","19","1","1","6","1","3","91364","66d34072-ad8c-88bf-eae6-0ab55e62ff85","Treatment",1,"A",1,"No impact","No impact","Decrease","No impact","No impact","Increase","Decrease","Decrease","Decrease","No impact","Increase","Increase",0,0,0,0,0,1,0,0,0,0,1,1,4,24,1,1.31198781436971,1.6,8,0.2,-0.886245656966936,3,3,3,3,3,3,3,3,3,2,3,3,0,0,-1,0,-2,0,-1,0,-1,0
"822",822,2024-08-31 12:09:59,2024-08-31 12:17:40,100,461,"True",2024-08-31 12:17:41,"R_6fgeK02AwlyPSnf","37.8594","-86.0019","I consent, begin the study",46,"Yes, U.S. citizen by birth","Kentucky",21,"Most of the time","Neither favorable nor unfavorable","Legitimate","Some of the time","Watermelon",NA,NA,NA,20.248,"Yes","Not that much","Somewhat","Not that much","Not that much","Somewhat","Not that much","Somewhat","Somewhat","Somewhat approve","Not too likely","Very likely","Somewhat likely","Very likely","Not likely at all","Probably should not adopt","Not that much","Not at all","Somewhat","Very","Somewhat","Somewhat","Somewhat","Very","Very safe","Somewhat approve","Very likely","Very likely","Somewhat likely","Very likely","Somewhat likely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Increase confidence a lot","Decrease confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","Decrease confidence somewhat","No impact on confidence","Decrease confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","No impact on confidence","Increase confidence somewhat","No impact on confidence","Increase confidence a lot","Increase confidence somewhat","Decrease confidence somewhat","Decrease confidence somewhat","Increase confidence somewhat","No impact on confidence","Decrease confidence somewhat","No impact on confidence","No impact on confidence","Increase confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","No","Very likely","Not too likely","Not likely at all","True -- this is the case","Unsure","More true than false -- this is mostly the case, but not completely true","True -- this is the case","More false than true -- this is mostly not the case, but not completely false","True -- this is the case","More false than true -- this is mostly not the case, but not completely false","More true than false -- this is mostly the case, but not completely true","Non-binary / third gender","Other/Refused","45-54","35-54","No","White or Caucasian","White","White","White or Caucasian","High school graduate (high school diploma or equivalent including GED)","H.S. or less","No",NA,"No","No relation","No relation","Yes, I'm sure I voted","Voted","Donald Trump","Yes","Republican","Republican","Strong",NA,NA,"Moderate: middle of the road","Moderate: middle of the road",NA,"46","1","9","1","1","2","10","3","40140","66d3402f-ad2f-50e5-d6f3-78fc6c5cd29c","Control",0,"B",0,"Increase","Increase","Decrease","Decrease","Increase","No impact","Decrease","No impact","No impact","Increase","Increase","Increase",1,1,0,0,1,0,0,0,0,1,1,1,2.33333333333333,14,0.444444444444444,-1.09839116730401,2.8,14,0.6,0.706396847573569,1,2,1,2,1,1,0,3,2,2,1,2,-1,-3,-2,-3,0,-3,-3,-2,-3,-2
"823",823,2024-08-31 12:00:05,2024-08-31 12:17:45,100,1059,"True",2024-08-31 12:17:45,"R_131t0noYCz0Fh3E","40.1136","-74.9396","I consent, begin the study",77,"Yes, U.S. citizen by birth","Pennsylvania",42,"Always","Somewhat unfavorable","Legitimate","Most of the time","Watermelon",NA,62.593,"No",NA,NA,"Not that much","Somewhat","Not that much","Somewhat","Not that much","Not that much","Somewhat","Not that much","Somewhat disapprove","Not too likely","Not too likely","Not too likely","Not too likely","Not too likely","Probably should not adopt","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Very","Somewhat","Somewhat safe","Somewhat approve","Somewhat likely","Somewhat likely","Somewhat likely","Very likely","Not too likely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No impact on confidence","No impact on confidence","Increase confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","No impact on confidence","Increase confidence somewhat","No impact on confidence","No impact on confidence","Increase confidence somewhat","No impact on confidence","Increase confidence somewhat","No impact on confidence","Increase confidence somewhat","Increase confidence somewhat","No impact on confidence","Increase confidence somewhat","No impact on confidence","Increase confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","No impact on confidence","No impact on confidence","No impact on confidence","No","Not likely at all","Not likely at all","Not likely at all","False -- this is not the case at all","False -- this is not the case at all","False -- this is not the case at all","False -- this is not the case at all","False -- this is not the case at all","Unsure","False -- this is not the case at all","False -- this is not the case at all","Female","Female","75-84","75-85+","No","White or Caucasian","White","White","White or Caucasian","High school graduate (high school diploma or equivalent including GED)","H.S. or less","No",NA,"Yes","Only family","Some relation","Yes, I'm sure I voted","Voted","Joe Biden","Yes","Democrat","Democrat",NA,"Strong",NA,"Haven't thought much about this","Haven't thought much about this","Liberal","77","2","8","1","1","2","1","1","19020","66d33de3-dcc5-bb2c-b1a0-90a226bcfb38","Treatment",1,"B",1,"No impact","Increase","Increase","No impact","Increase","No impact","Increase","Increase","Increase","No impact","No impact","No impact",0,1,1,0,1,0,1,1,1,0,0,0,2.33333333333333,14,0.444444444444444,-1.09839116730401,2,10,0.333333333333333,-0.355364822120101,1,2,2,1,1,2,2,2,2,2,1,2,-1,-1,-1,-1,-1,-2,-2,-2,-3,-1
"824",824,2024-08-31 12:09:56,2024-08-31 12:17:48,100,472,"True",2024-08-31 12:17:49,"R_3gTN6aoQ29s7dyG","39.0809","-76.559","I consent, begin the study",30,"Yes, U.S. citizen by birth","Maryland",24,"About half the time","Somewhat unfavorable","Legitimate","About half of the time","Watermelon",NA,NA,NA,34.799,"Yes","Somewhat","Somewhat","Not that much","Not that much","Not that much","Not that much","Not at all","Not that much","Somewhat approve","Not too likely","Somewhat likely","Somewhat likely","Somewhat likely","Not too likely","Probably should adopt","Not at all","Not at all","Not that much","Not that much","Not at all","Somewhat","Not at all","Very","Somewhat safe","Strongly approve","Not too likely","Somewhat likely","Somewhat likely","Not too likely","Not too likely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Increase confidence somewhat","Decrease confidence somewhat","Decrease confidence a lot","No impact on confidence","Decrease confidence somewhat","No impact on confidence","Increase confidence somewhat","Increase confidence somewhat","No impact on confidence","Decrease confidence somewhat","No impact on confidence","No impact on confidence","Increase confidence somewhat","No impact on confidence","Decrease confidence somewhat","Decrease confidence somewhat","Decrease confidence a lot","No impact on confidence","Increase confidence somewhat","Decrease confidence somewhat","No impact on confidence","Increase confidence somewhat","No impact on confidence","No impact on confidence","No","Not likely at all","Not too likely","Not likely at all","More true than false -- this is mostly the case, but not completely true","More false than true -- this is mostly not the case, but not completely false","More true than false -- this is mostly the case, but not completely true","False -- this is not the case at all","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More false than true -- this is mostly not the case, but not completely false","True -- this is the case","Female","Female","25-34","18-34","No","White or Caucasian","White","White","White or Caucasian","Some college but no degree","Some college no degree","No",NA,"No","No relation","No relation","Yes, I'm sure I voted","Voted","Joe Biden","Yes","Democrat","Democrat",NA,"Not very strong",NA,"Moderate: middle of the road","Moderate: middle of the road",NA,"30","2","4","1","1","3","2","3","21122","66d34043-3f38-ffd3-b386-38a25ea0d53a","Control",0,"B",0,"Increase","No impact","Decrease","Decrease","Decrease","No impact","Increase","Decrease","No impact","Increase","No impact","No impact",1,0,0,0,0,0,1,0,0,1,0,0,2.33333333333333,14,0.444444444444444,-1.09839116730401,2.6,13,0.533333333333333,0.440956430150151,2,2,1,1,1,0,0,1,0,2,1,1,-1,-2,-2,-2,-1,-1,-2,-2,-1,-1
