"","rowID","response_id","lucid_rid","gender","gender_3cat","hisp","race","educ","milserv1","milserv2","milservfam","voted2020","voted2020.clps","choice2020","voteintent","partyid_3cat","partyid","partystr_rep","partystr_dem","partylean","ideo","ideolean","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q13_treat_time","q14","q16_control_time","q17","q19","q20","q21","q22","q23","q24","q25","q26","q27","q28_1","q28_2","q28_3","q28_4","q28_5","q29","q30","q31","q32","q33","q34","q35","q36","q37","q38","q39","q40_1","q40_2","q40_3","q40_4","q40_5","q41_1","q41_2","q41_3","q41_4","q41_5","q41_6","q43_1","q43_2","q43_3","q43_4","q43_5","q43_6","q44_1","q44_2","q44_3","q44_4","q44_5","q44_6","q46_1","q46_2","q46_3","q46_4","q46_5","q46_6","q47","q48","q49","q50","q51","q52","q53","q54","q55","q56","q57","q58","lucid_age","lucid_gender","lucid_hhi","lucid_ethnicity","lucid_hispanic","lucid_education","lucid_political_party","lucid_region","lucid_zip","group","qset","popeff_qdo","q19.clps","q20.clps","q21.clps","q22.clps","q23.clps","q24.clps","q25.clps","q26.clps","q27.clps","q28_1.clps","q28_2.clps","q28_3.clps","q28_4.clps","q28_5.clps","q29.clps","q30.clps","q31.clps","q32.clps","q33.clps","q34.clps","q35.clps","q36.clps","q37.clps","q38.clps","q39.clps","q40_1.clps","q40_2.clps","q40_3.clps","q40_4.clps","q40_5.clps","q41_1.clps","q41_2.clps","q41_3.clps","q41_4.clps","q41_5.clps","q41_6.clps","q43_1.clps","q43_2.clps","q43_3.clps","q43_4.clps","q43_5.clps","q43_6.clps","q44_1.clps","q44_2.clps","q44_3.clps","q44_4.clps","q44_5.clps","q44_6.clps","q46_1.clps","q46_2.clps","q46_3.clps","q46_4.clps","q46_5.clps","q46_6.clps","q41.1","q41.2","q41.3","q41.4","q41.5","q41.6","q43.1","q43.2","q43.3","q43.4","q43.5","q43.6","q41.1.clps","q41.2.clps","q41.3.clps","q41.4.clps","q41.5.clps","q41.6.clps","q43.1.clps","q43.2.clps","q43.3.clps","q43.4.clps","q43.5.clps","q43.6.clps","q41.1.clps.dum","q41.2.clps.dum","q41.3.clps.dum","q41.4.clps.dum","q41.5.clps.dum","q41.6.clps.dum","q43.1.clps.dum","q43.2.clps.dum","q43.3.clps.dum","q43.4.clps.dum","q43.5.clps.dum","q43.6.clps.dum"
"863",863,"R_5Grde9r9yjjQYr9","66d34073-8d99-24bb-ea25-72a8e17fa225","Female","Female","No","White or Caucasian","Bachelor's degree in college (4-year)","No",NA,"No","Yes, I'm sure I voted","Voted","Joe Biden","Yes","Democrat","Democrat",NA,"Not very strong",NA,"Liberal",NA,"I consent, begin the study",24,"Yes, U.S. citizen by birth","Georgia","Most of the time","Somewhat favorable","Legitimate","Most of the time","Watermelon",NA,NA,NA,46.894,"Yes","Somewhat confident","Very confident","Somewhat committed","Very confident","Very confident","Very confident","Not too concerned","Somewhat confident","Somewhat approve","Not too likely","Not too likely","Somewhat likely","Not likely at all","Somewhat likely","Probably should adopt","Very confident","Very confident","Very committed","Very confident","Very confident","Very confident","Somewhat concerned","Somewhat confident","Very safe","Strongly approve","Not likely at all","Not likely at all","Not too likely","Not likely at all","Not likely at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Increase confidence a lot","No impact on confidence","No impact on confidence","Increase confidence somewhat","No impact on confidence","No impact on confidence","No impact on confidence","Decrease confidence somewhat","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No","Very likely","Not too likely","Not likely at all","More true than false -- this is mostly the case, but not completely true","True -- this is the case","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","63","2","19","8","1","6","2","3","30339","Control","B",1,"Confident","Confident","committed","Confident","Confident","Confident","not_concerned","Confident","approve","Not_likely","Not_likely","Likely","Not_likely","Likely","support","Confident","Confident","committed","Confident","Confident","Confident","concerned","Confident","safe","approve","Not_likely","Not_likely","Not_likely","Not_likely","Not_likely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"increase","no_impact","no_impact","increase","no_impact","no_impact","no_impact","decrease","no_impact","no_impact","no_impact","no_impact","Increase confidence a lot","Increase confidence somewhat","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","Decrease confidence somewhat","No impact on confidence","No impact on confidence","increase","increase","no_impact","no_impact","no_impact","no_impact","no_impact","no_impact","no_impact","decrease","no_impact","no_impact",1,1,0,0,0,0,0,0,0,0,0,0
"864",864,"R_7z7t11BaJqF1RM2","66d34103-91ee-e259-1751-a093d4c5f5de","Female","Female","No","White or Caucasian","Doctoral degree","No",NA,"No","Yes, I'm sure I voted","Voted","Joe Biden","Yes","Democrat","Democrat",NA,"Strong",NA,"Liberal",NA,"I consent, begin the study",85,"Yes, U.S. citizen by birth","Virginia","Always","Strongly favorable","Legitimate","About half of the time","Watermelon",NA,36.5,"Yes",NA,NA,"Very confident","Very confident","Very committed","Somewhat confident","Very confident","Somewhat confident","Somewhat concerned","Somewhat confident","Strongly approve","Not likely at all","Not likely at all","Not too likely","Not likely at all","Somewhat likely","Probably should not adopt","Very confident","Very confident","Very committed","Very confident","Very confident","Somewhat confident","Not too concerned","Somewhat confident","Very safe","Strongly approve","Not likely at all","Not likely at all","Not likely at all","Not too likely","Not likely at all","Increase confidence somewhat","No impact on confidence","Increase confidence somewhat","No impact on confidence","Increase confidence somewhat","No impact on confidence","Increase confidence somewhat","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Not likely at all","Not likely at all","Not likely at all","More false than true -- this is mostly not the case, but not completely false","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","True -- this is the case","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More false than true -- this is mostly not the case, but not completely false","85","2","19","1","1","8","1","3","22903","Treatment","A",0,"Confident","Confident","committed","Confident","Confident","Confident","concerned","Confident","approve","Not_likely","Not_likely","Not_likely","Not_likely","Likely","oppose","Confident","Confident","committed","Confident","Confident","Confident","not_concerned","Confident","safe","approve","Not_likely","Not_likely","Not_likely","Not_likely","Not_likely","increase","no_impact","increase","no_impact","increase","no_impact","increase","no_impact","no_impact","no_impact","no_impact","no_impact",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Increase confidence somewhat","No impact on confidence","Increase confidence somewhat","No impact on confidence","Increase confidence somewhat","No impact on confidence","Increase confidence somewhat","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","increase","no_impact","increase","no_impact","increase","no_impact","increase","no_impact","no_impact","no_impact","no_impact","no_impact",1,0,1,0,1,0,1,0,0,0,0,0
"865",865,"R_7Ipl8POsosKcHEu","66d34030-c7d2-1cdd-02d5-0e6b4ab4db95","Female","Female","No","Asian","Master's degree","Yes","No","Yes","I'm sure I didn't vote","Didn't vote",NA,"Undecided","Republican","Republican","Not very strong",NA,NA,"Conservative",NA,"I consent, begin the study",45,"Yes, U.S. citizen by birth","Texas","Sometimes","Neither favorable nor unfavorable","Not legitimate","Most of the time","Watermelon",NA,NA,NA,24.842,"Yes","Somewhat confident","Somewhat confident","Somewhat committed","Somewhat confident","Somewhat confident","Somewhat confident","Not too concerned","Somewhat confident","Somewhat approve","Not too likely","Not too likely","Not too likely","Not too likely","Not too likely","Probably should adopt","Somewhat confident","Somewhat confident","Somewhat committed","Somewhat confident","Somewhat confident","Somewhat confident","Not at all concerned","Somewhat confident","Very safe","Somewhat approve","Not too likely","Not too likely","Not too likely","Not too likely","Not too likely","Increase confidence somewhat","No impact on confidence","No impact on confidence","Increase confidence somewhat","No impact on confidence","No impact on confidence","Increase confidence somewhat","No impact on confidence","No impact on confidence","Increase confidence somewhat","No impact on confidence","No impact on confidence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Somewhat likely","Somewhat likely","Not too likely","More true than false -- this is mostly the case, but not completely true","More false than true -- this is mostly not the case, but not completely false","More false than true -- this is mostly not the case, but not completely false","More false than true -- this is mostly not the case, but not completely false","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","45","2","16","6","1","7","9","3","79602","Control","A",0,"Confident","Confident","committed","Confident","Confident","Confident","not_concerned","Confident","approve","Not_likely","Not_likely","Not_likely","Not_likely","Not_likely","support","Confident","Confident","committed","Confident","Confident","Confident","not_concerned","Confident","safe","approve","Not_likely","Not_likely","Not_likely","Not_likely","Not_likely","increase","no_impact","no_impact","increase","no_impact","no_impact","increase","no_impact","no_impact","increase","no_impact","no_impact",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Increase confidence somewhat","No impact on confidence","No impact on confidence","Increase confidence somewhat","No impact on confidence","No impact on confidence","Increase confidence somewhat","No impact on confidence","No impact on confidence","Increase confidence somewhat","No impact on confidence","No impact on confidence","increase","no_impact","no_impact","increase","no_impact","no_impact","increase","no_impact","no_impact","increase","no_impact","no_impact",1,0,0,1,0,0,1,0,0,1,0,0
"866",866,"R_1CUgZDRWz9bdkZF","66d33fbb-de10-57d1-ecdf-57b56b09884f","Female","Female","No","White or Caucasian","Bachelor's degree in college (4-year)","No",NA,"No","Yes, I'm sure I voted","Voted","Donald Trump","Yes","Republican","Republican","Strong",NA,NA,"Conservative",NA,"I consent, begin the study",68,"Yes, U.S. citizen by birth","Texas","Most of the time","Somewhat unfavorable","Not legitimate","Some of the time","Watermelon",NA,NA,NA,49.027,"Yes","Not too confident","Not too confident","Somewhat committed","Not too confident","Not too confident","Not too confident","Somewhat concerned","Not too confident","Somewhat disapprove","Not too likely","Somewhat likely","Not too likely","Not too likely","Not too likely","Probably should not adopt","Not too confident","Not too confident","Not too committed","Not too confident","Not too confident","Not too confident","Not too concerned","Somewhat confident","Somewhat safe","Somewhat approve","Not too likely","Not too likely","Not too likely","Not too likely","Not too likely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No impact on confidence","Increase confidence somewhat","Decrease confidence somewhat","No impact on confidence","No impact on confidence","Decrease confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","No impact on confidence","No impact on confidence","Decrease confidence somewhat","No impact on confidence","No","Not too likely","Not too likely","Not likely at all","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","Unsure","More true than false -- this is mostly the case, but not completely true","More false than true -- this is mostly not the case, but not completely false","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","68","2","19","1","1","6","10","3","77566","Control","B",0,"Not_confident","Not_confident","committed","Not_confident","Not_confident","Not_confident","concerned","Not_confident","disapprove","Not_likely","Likely","Not_likely","Not_likely","Not_likely","oppose","Not_confident","Not_confident","not_committed","Not_confident","Not_confident","Not_confident","not_concerned","Confident","safe","approve","Not_likely","Not_likely","Not_likely","Not_likely","Not_likely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no_impact","increase","decrease","no_impact","no_impact","decrease","increase","increase","no_impact","no_impact","decrease","no_impact","No impact on confidence","No impact on confidence","No impact on confidence","Increase confidence somewhat","Decrease confidence somewhat","Decrease confidence somewhat","Increase confidence somewhat","No impact on confidence","No impact on confidence","Increase confidence somewhat","No impact on confidence","Decrease confidence somewhat","no_impact","no_impact","no_impact","increase","decrease","decrease","increase","no_impact","no_impact","increase","no_impact","decrease",0,0,0,1,0,0,1,0,0,1,0,0
"867",867,"R_52a9LaZFVOXhZdP","66d340d7-ec6f-6872-9481-e9d7d245e4bd","Female","Female","No","White or Caucasian","Master's degree","No",NA,"Yes","Yes, I'm sure I voted","Voted","Donald Trump","Yes","Republican","Independent",NA,NA,"Republican","Slightly conservative",NA,"I consent, begin the study",54,"Yes, U.S. citizen by birth","Florida","Most of the time","Somewhat favorable","Legitimate","Most of the time","Watermelon",NA,37.123,"Yes",NA,NA,"Somewhat confident","Somewhat confident","Very committed","Somewhat confident","Somewhat confident","Somewhat confident","Not at all concerned","Very confident","Strongly approve","Not too likely","Not likely at all","Not likely at all","Not likely at all","Not likely at all","Probably should adopt","Very confident","Very confident","Somewhat committed","Very confident","Very confident","Somewhat confident","Not at all concerned","Very confident","Very safe","Somewhat approve","Not likely at all","Not likely at all","Not likely at all","Not likely at all","Not likely at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Increase confidence somewhat","No impact on confidence","No impact on confidence","Increase confidence somewhat","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No","Somewhat likely","Somewhat likely","Not likely at all","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","54","2","21","1","1","7","5","3","33458","Treatment","B",0,"Confident","Confident","committed","Confident","Confident","Confident","not_concerned","Confident","approve","Not_likely","Not_likely","Not_likely","Not_likely","Not_likely","support","Confident","Confident","committed","Confident","Confident","Confident","not_concerned","Confident","safe","approve","Not_likely","Not_likely","Not_likely","Not_likely","Not_likely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"increase","no_impact","no_impact","increase","no_impact","no_impact","no_impact","no_impact","no_impact","no_impact","no_impact","no_impact","Increase confidence somewhat","Increase confidence somewhat","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","increase","increase","no_impact","no_impact","no_impact","no_impact","no_impact","no_impact","no_impact","no_impact","no_impact","no_impact",1,1,0,0,0,0,0,0,0,0,0,0
"868",868,"R_7XgprSaYdbf2Zj2","66d33fd9-4f29-6018-46dc-dd5d1e8156c3","Male","Male","No","White or Caucasian","Bachelor's degree in college (4-year)","Yes","No","No","Yes, I'm sure I voted","Voted","Joe Biden","Yes","Democrat","Independent",NA,NA,"Democratic","Moderate: middle of the road",NA,"I consent, begin the study",76,"Yes, U.S. citizen by birth","Illinois","Always","Strongly favorable","Legitimate","About half of the time","Watermelon",NA,28.149,"Yes",NA,NA,"Very confident","Very confident","Very committed","Very confident","Very confident","Very confident","Very concerned","Very confident","Strongly approve","Not likely at all","Not likely at all","Not likely at all","Not likely at all","Not likely at all","Probably should adopt","Very confident","Very confident","Very committed","Very confident","Very confident","Very confident","Not at all concerned","Very confident","Very safe","Strongly approve","Not likely at all","Not likely at all","Not likely at all","Not likely at all","Not likely at all","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence somewhat","Increase confidence a lot","Increase confidence a lot","No impact on confidence","No impact on confidence","Increase confidence a lot","No impact on confidence","No impact on confidence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Very likely","Very likely","Somewhat likely","True -- this is the case","More true than false -- this is mostly the case, but not completely true","True -- this is the case","True -- this is the case","True -- this is the case","True -- this is the case","True -- this is the case","True -- this is the case","76","1","18","1","1","6","3","2","60563","Treatment","A",1,"Confident","Confident","committed","Confident","Confident","Confident","concerned","Confident","approve","Not_likely","Not_likely","Not_likely","Not_likely","Not_likely","support","Confident","Confident","committed","Confident","Confident","Confident","not_concerned","Confident","safe","approve","Not_likely","Not_likely","Not_likely","Not_likely","Not_likely","increase","increase","increase","increase","increase","increase","increase","no_impact","no_impact","increase","no_impact","no_impact",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence somewhat","Increase confidence a lot","Increase confidence a lot","No impact on confidence","No impact on confidence","Increase confidence a lot","No impact on confidence","No impact on confidence","increase","increase","increase","increase","increase","increase","increase","no_impact","no_impact","increase","no_impact","no_impact",1,1,1,1,1,1,1,0,0,1,0,0
"869",869,"R_5NVaEk6pTbUlGfS","66d34176-74da-6886-909e-cda0ddcb5684","Female","Female","No","White or Caucasian","High school graduate (high school diploma or equivalent including GED)","No",NA,"No","I was not eligible to vote","Unsure/Ineligible",NA,"No","Republican","Republican","Strong",NA,NA,"Moderate: middle of the road",NA,"I consent, begin the study",33,"Yes, U.S. citizen by birth","South Carolina","Never","Neither favorable nor unfavorable","Not legitimate","Never","Watermelon",NA,16.603,"Yes",NA,NA,"Not too confident","Not too confident","Not too committed","Not too confident","Not too confident","Not too confident","Not at all concerned",NA,"Somewhat disapprove","Not too likely","Not too likely","Not too likely","Not too likely","Not too likely","Probably should not adopt","Not too confident","Not at all confident","Not too committed","Not too confident","Not too confident","Not too confident","Somewhat concerned","Somewhat confident","Not too safe","Somewhat approve","Not too likely","Not too likely","Not too likely","Not too likely","Not too likely","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Very likely","Not likely at all","Not likely at all","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","33","2","5","1","1","4","10","3","29842","Treatment","A",0,"Not_confident","Not_confident","not_committed","Not_confident","Not_confident","Not_confident","not_concerned",NA,"disapprove","Not_likely","Not_likely","Not_likely","Not_likely","Not_likely","oppose","Not_confident","Not_confident","not_committed","Not_confident","Not_confident","Not_confident","concerned","Confident","unsafe","approve","Not_likely","Not_likely","Not_likely","Not_likely","Not_likely","no_impact","no_impact","no_impact","no_impact","no_impact","no_impact","no_impact","no_impact","no_impact","no_impact","no_impact","no_impact",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","no_impact","no_impact","no_impact","no_impact","no_impact","no_impact","no_impact","no_impact","no_impact","no_impact","no_impact","no_impact",0,0,0,0,0,0,0,0,0,0,0,0
"870",870,"R_3YnfIN7vq9ymTTj","66d33fab-100a-c4f3-4492-6302a1282a67","Male","Male","No","White or Caucasian","Associate degree in college (2-year)","No",NA,"Yes","Yes, I'm sure I voted","Voted","Donald Trump","Yes","Republican","Republican","Strong",NA,NA,"Conservative",NA,"I consent, begin the study",74,"Yes, U.S. citizen by birth","Missouri","Most of the time","Neither favorable nor unfavorable","Not legitimate","About half of the time","Watermelon",NA,16.471,"Yes",NA,NA,"Very confident","Very confident","Very committed","Very confident","Very confident","Very confident","Not at all concerned","Very confident","Strongly approve","Not likely at all","Not likely at all","Not likely at all","Not likely at all","Not likely at all","Probably should adopt","Somewhat confident","Somewhat confident","Somewhat committed","Somewhat confident","Somewhat confident","Somewhat confident","Not too concerned","Somewhat confident","Somewhat safe","Somewhat approve","Not too likely","Not too likely","Not too likely","Not too likely","Not too likely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No impact on confidence","No impact on confidence","No impact on confidence","Decrease confidence somewhat","Decrease confidence somewhat","Decrease confidence somewhat","Increase confidence a lot","Increase confidence somewhat","Increase confidence somewhat","Increase confidence a lot","Increase confidence somewhat","No impact on confidence","No","Not too likely","Not too likely","Not too likely","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","Unsure","Unsure","Unsure","Unsure","Unsure","74","1","17","1","1","4","10","2","63128","Treatment","B",1,"Confident","Confident","committed","Confident","Confident","Confident","not_concerned","Confident","approve","Not_likely","Not_likely","Not_likely","Not_likely","Not_likely","support","Confident","Confident","committed","Confident","Confident","Confident","not_concerned","Confident","safe","approve","Not_likely","Not_likely","Not_likely","Not_likely","Not_likely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no_impact","no_impact","no_impact","decrease","decrease","decrease","increase","increase","increase","increase","increase","no_impact","No impact on confidence","Decrease confidence somewhat","Decrease confidence somewhat","No impact on confidence","No impact on confidence","Decrease confidence somewhat","Increase confidence a lot","Increase confidence a lot","No impact on confidence","Increase confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","no_impact","decrease","decrease","no_impact","no_impact","decrease","increase","increase","no_impact","increase","increase","increase",0,0,0,0,0,0,1,1,0,1,1,1
"871",871,"R_12KKthp1rk6qWXg","66d3404f-b058-a8f0-62b3-78b9da35793d","Female","Female","Yes","Black or African American","Bachelor's degree in college (4-year)","No",NA,"Yes","Yes, I'm sure I voted","Voted","Joe Biden","Yes","Democrat","Independent",NA,NA,"Democratic","Slightly liberal",NA,"I consent, begin the study",36,"Yes, U.S. citizen by birth","New York","Most of the time","Somewhat unfavorable","Legitimate","Most of the time","Watermelon",NA,NA,NA,58.289,"Yes","Somewhat confident","Somewhat confident","Very committed","Very confident","Somewhat confident","Very confident","Somewhat concerned","Somewhat confident","Somewhat approve","Not too likely","Not too likely","Somewhat likely","Not too likely","Not likely at all","Probably should adopt","Somewhat confident","Very confident","Very committed","Very confident","Very confident","Somewhat confident","Somewhat concerned","Somewhat confident","Somewhat safe","Somewhat approve","Not too likely","Not too likely","Somewhat likely","Not too likely","Not too likely","Increase confidence a lot","Increase confidence somewhat","No impact on confidence","Increase confidence somewhat","No impact on confidence","Increase confidence somewhat","Increase confidence somewhat","Decrease confidence somewhat","No impact on confidence","No impact on confidence","No impact on confidence","Increase confidence somewhat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Somewhat likely","Somewhat likely","Not likely at all","More true than false -- this is mostly the case, but not completely true","More false than true -- this is mostly not the case, but not completely false","More true than false -- this is mostly the case, but not completely true","More false than true -- this is mostly not the case, but not completely false","More true than false -- this is mostly the case, but not completely true","More false than true -- this is mostly not the case, but not completely false","More false than true -- this is mostly not the case, but not completely false","More true than false -- this is mostly the case, but not completely true","63","2","13","1","1","6","3","1","14456","Control","A",0,"Confident","Confident","committed","Confident","Confident","Confident","concerned","Confident","approve","Not_likely","Not_likely","Likely","Not_likely","Not_likely","support","Confident","Confident","committed","Confident","Confident","Confident","concerned","Confident","safe","approve","Not_likely","Not_likely","Likely","Not_likely","Not_likely","increase","increase","no_impact","increase","no_impact","increase","increase","decrease","no_impact","no_impact","no_impact","increase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Increase confidence a lot","Increase confidence somewhat","No impact on confidence","Increase confidence somewhat","No impact on confidence","Increase confidence somewhat","Increase confidence somewhat","Decrease confidence somewhat","No impact on confidence","No impact on confidence","No impact on confidence","Increase confidence somewhat","increase","increase","no_impact","increase","no_impact","increase","increase","decrease","no_impact","no_impact","no_impact","increase",1,1,0,1,0,1,1,0,0,0,0,1
"872",872,"R_6X4pBQNpCz8hZcL","66d3420b-f4ea-d0f3-c2f0-ebae2ad86fa3","Male","Male","No","White or Caucasian","Some college but no degree","No",NA,"No","Yes, I'm sure I voted","Voted","Donald Trump","Yes","Republican","Republican","Strong",NA,NA,"Extremely conservative",NA,"I consent, begin the study",44,"Yes, U.S. citizen by birth","Indiana","Most of the time","Somewhat favorable","Legitimate","About half of the time","Watermelon",NA,NA,NA,29.801,"No","Very confident","Very confident","Very committed","Very confident","Very confident","Very confident","Not too concerned","Somewhat confident","Strongly approve","Not too likely","Not too likely","Not too likely","Not too likely","Not too likely","Definitely should adopt","Very confident","Very confident","Very committed","Very confident","Very confident","Very confident","Not too concerned","Not too confident","Very safe","Strongly approve","Not likely at all","Not too likely","Not likely at all","Not too likely","Not likely at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Increase confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","Decrease confidence somewhat","Decrease confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","Decrease confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","No","Somewhat likely","Somewhat likely","Somewhat likely","More false than true -- this is mostly not the case, but not completely false","False -- this is not the case at all","More false than true -- this is mostly not the case, but not completely false","More false than true -- this is mostly not the case, but not completely false","More false than true -- this is mostly not the case, but not completely false","False -- this is not the case at all","False -- this is not the case at all","More false than true -- this is mostly not the case, but not completely false","44","1","14","1","1","4","10","2","47302","Control","B",1,"Confident","Confident","committed","Confident","Confident","Confident","not_concerned","Confident","approve","Not_likely","Not_likely","Not_likely","Not_likely","Not_likely","support","Confident","Confident","committed","Confident","Confident","Confident","not_concerned","Not_confident","safe","approve","Not_likely","Not_likely","Not_likely","Not_likely","Not_likely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"increase","increase","increase","increase","decrease","decrease","increase","increase","decrease","increase","increase","increase","Increase confidence somewhat","Increase confidence somewhat","Decrease confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","Decrease confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","Decrease confidence somewhat","Increase confidence somewhat","increase","increase","decrease","increase","increase","decrease","increase","increase","increase","increase","decrease","increase",1,1,0,1,1,0,1,1,1,1,0,1
